,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
193130,974572,Crestware Lid for 2 and 4-Quart Round White Container,"[Professional grade,Commercial use,Durable, polyethylene,Economical, Round, White,High quality]","' Round Storage Container Lid, Stackable, Capacity (L) NONOONO, Capacity (Qt.) NONONO, Overall Length (In.) 7-1/2, Overall Width (In.) 7-1/4, Overall Height (In.) 1/4, Overall Depth (In.) 1/4, Color White, Handle No, Material Plastic, For Use With Food '",1252,2500.0
1849650,2536009,SWADES-One Plain Copper Bottle and One Plain Copper Glass,"[home & Kitchen Equipment is a greate help in maintaining the cleanless,This Product specilay maid for such,& they are desinge to be mess free as well,Perfect size for storage in kitchen & home,Sleek & Compact Look,Product Color May Slightly Vary Due to Photographic Lighting Sources or Your Monitor Settings]","1 Plain Copper Bottle And 1 Plain Copper Glass Bottle : Pure Copper High Quality Plain Bottle For Storage Water Glass : Pure Copper High Quality Plain Glass For Drinking WaterOther Details Occasion : Home Care Wash Care : Wash In Cold Water Package Content : 1 Bottle, 1 Glass",12129,393.700787
1427552,1374355,"Livin' on the Wedge 73203 Silicone Wine Glass, Multicolored","[Yellow wine glass reads: when life gives you lemons make a drink & green wine glass reads: squeeze the day,Wine glasses are hand wash only,Come in high quality gift ready packaging,Perfect for any relaxing event: sitting in the sand on the beach, laying out on the deck pool side or riding around on the boat at the Lake - wherever you go they'll go with you!,BPA free, flexible, unbreakable, great for on the go!]",". Squeeze Lemons 13 oz Silicone Wine Glasses. Set of 2. Made with Silicone. Measures - 3 L x 3 W x 4 H x 3 D. BPA free, flexible, unbreakable, great for on the go. Hand wash only",1421,300.0
1123733,2666809,Women's Rayon Anarkali Hand Block Printed Kurti (Black_M),"[Wash Care : Easy To Hand Wash, Machine Wash,,Material : Rayon Color : Black,Sleeve Length : 3/4 Sleeve,Neck : Round Neck,Style :Trendy Designer Anarkali Kurti]","Anarkali Kurti in Rayon fabric looks attractive in Black color available ready to wear, fitting of these kurtis looks very attrtactives and elegant on every women, it is light in weight and will be soft against your skin. Its unique design and beautiful colour will fetch a lot of second glances as you club it with contrast colored pumps and flashy accessory. Our Products are Made and stitched using high grade fabrics and yarns under the strict surveillance of our well-versed Executives. It is capable of making you look gorgeous. Wear it and put your step in the world of fashion. It looks stunning every time you match it with accessories.",2916,1400.0
232565,2696729,Women's Satin Plain/Solid Night Suit Set (Wine),"[Care Instructions: Care Instructions: Normal wash or machine wash,Type : Nightdoll Night suit Set of NightsuitSleeve Type: Short Sleeve | Neck Type: V Neck Night Suit Set For Women Stylish Material: Satin | Solid: Night Suit For Women Satin; 1 Piece Nightwear: Pyjama (Pyjama Sets For Women),Fabric : Satin | Pattern Solid Purpose: Night Dress For Women Solid , Sleepwear - Loungewear - Home Wear For Women : Solid | Sleeve : Cap Sleeve,Fit Type: Regular (Relaxed) Fit. Please Refer Size Chart From Last Product Image For Perfect Fit Nightwear,Bottom Style: Pajamas]","Nightdoll Brand is teamwork of young and experienced, enthusiastic team who is always motivated to bring fashion which is comfortable and chic. We do not compromise on quality. Comfortable fashion is the foremost importance for us. We bring the best of fashionable nightwear clothing for women including Bridal gift sets, Sexy nightdress, Lingerie With Robe Set, Top & Shorts Set, Nightsuits, Women's 8 Piece Set The Perfect Gift For Your Partner Perfect as Bridal Gift Set Perfect for Bachelorette Perfect as Anniversary Gift for your Wife, just comprising of a part of our biggest collection. We are one-stop shop for all nightwear needs. All Sizes Are Available : Size: M, Bust: 30-34, Waist: 28-32 Fabric: Satin Size: L, Bust: 32-36, Waist: 28-32 Fabric: Satin Size : XL, Bust : 34-38, Waist : 32-34 Fabric : Satin Size: FREE SIZE. One Size Fits Most. Size range: Bust (28 to 36 inches), Waist (28 to 34 inches) Look stunning and sensual at the same time with this classy nightdress. Perfect for: Bedroom, Special nights, Nightwear",3039,984.2519675
6423,2297610,Enter Through the Crawlspace,,,108,550.0
964662,842238,Winco PCB-8 8-Compartment Cutlery Basket with Handle,"[Product Type: Baskets, Bins & Containers,This product is imported from USA - It is a 100% genuine product]","Cutlery Basket, 8-compartment, 17"" x 8"" x 6"",",1722,1688.0
159588,1436808,Aquieen Wall Mounted Folding Shower Seat (ABS),"[Material: Teak Wood Water Proof and Stainless Steel. Concealed screws are included for easy installation,Premium wall mounted Heavy Shower Seat,Weight Capacity upto 130 Kgs.,Durable, Anti-corrosion, Anti-Skid, Abrasion resistant, Eco Friendly, & Strong Bearing Forde,Easy installation and clean : our Shower Seat Unit Comes with also with quality mounting hardware, screws and nails (Fitting hardware), it is durable and highly reliable. wall mount to make sure chair remains stable and robust, simply wipe the unit with a soft cotton cloth to remove dust and moisture,Package Contains 1 x shower seat with installation fittings]",,10118,526.99999946246
134685,779009,Casi de verdad (Spanish Edition),,,1,100.0
58992,1153197,"Ekena Millwork OUT06X18X30TRA04RWR Traditional Rough Sawn Craftsman Outlooker, 6"" Width x 18"" Depth x 30"" Height, Western Red Cedar","[Authentic detail and craftsmanship,Crafted from the finest North American woods,Made in the USA,Perfect for interior or exterior use,Thousands of sizes and styles available]",,10747,1800.0
1890754,2799034,"Case Creation for Redmi Note 10s Rainbow Chain Case Bracelet,Colorful Cloud Abstract Art Graffiti Love Cute Hanging Girlish Silicone Designer Strap Wrist Back Case for Xiaomi Redmi Note 10s","[[Compatibility] Designed exclusively for Redmi Note 10s,[High-quality materials] The soft TPU shell is ultra-thin and lightweight, has excellent durability, is more scratch-resistant, non-slip, and has a beautiful Elegant appearance.,[Stylish Design] Elegant Love Heart-Shaped Wristband Chain Phone Case your personality and can be perfectly matched on any occasion. Can be used as a gift for family, friends and lovers on birthdays, Christmas, Valentine's Day, this case will be your best choice for gifts,[Precise cut openings] Open mold production at a ratio of 1:1, very suitable for Redmi Note 10s camera and all buttons,Provide you with a high-quality touch,[Eye-catching and practical] This shockproof and protective cover case will bring a smile on any girl, lady and woman. Premium material, slim profile, lightweight but durable. Looks stylish in your hands.The rhombus design style, shining in the light or sunlight, looks noble and beautiful. Slim, 3D rhombus design, luxurious polish shiny texture.]","<ul><b>Compatible with Redmi Note 10s. Case Creation most popular Abstract Art Graffiti Love Rainbow Wrist Bracelet Chain Case is now the colorful pattern and the bracelet make your phone unique and stylish. It is not only a very interesting mobile phone accessory, but also a practical anti anxiety tool. No matter where you are, you can Wrist Strap on the back makes it easy for you to hold and use your phone or help you grip your phone tightly. Bracelet chain make your phone easy to grip and anti slip design. The first cover in history with Abstract Art Graffiti Designer Fashionable Case, a mobile phone shell that allows you to express your fashion, This is cute unique and protective latest designer case for your phone protection and This luxurious elegant phone case is beautifully crafted with stylish bracelet case design with retro patterns, plating buttons, a shiny lock decoration. It provides your phone with maximum protection while making you stand out in unique and creative style. </b><br><br> <b>[INTIMATE PROTECTION AND CONTINOUS USE]: </b>This silicone bubble phone case can provide you with high efficiency protection and long term use. This product has anti fingerprint and anti drop functions, which can protect the screen and camera from being scratched and dropped. If the product is very dirty, you can continue to use it after washing with water. <br> <b>[ENVIRONMENTALLT FRIENDY MATERIALS AND UNIQUE STYLE] : </b>It is made of non toxic and harmless lightweight environmentally friendly silicone, stylish rainbow contrast design, 3D pattern and precise opening design. This shockproof and protective cover case will bring a smile on any girl, lady and woman. Premium material, slim profile, lightweight but durable. Looks stylish in your hands.The rhombus design style, shining in the light or sunlight, looks noble and beautiful. Slim, 3D rhombus design, luxurious polish shiny texture. <br> <br></ul>",12057,314.9606296
1264067,2075393,"Kiera Grace kieragrace KG Maine Floating Shelves-Dark Walnut, 12"", 16"", 24"", Set of 3 Wall Organization","[MEASUREMENT AND WEIGHT CAPACITY: The small floating shelf measures 24""L x 5""W x 1.5""H and holds up to 5 pounds, the medium measures 16""L x 5""W x 1.5""H and holds up to 8 pounds, and the large one measures 12""L x 5""W x 1.5""H in dimensions and holds up to 10 pounds,MATERIAL: Floating wall shelves are made of high-quality, durable medium-density fiberboard (MDF) that provides stability. Rely on the shelf to keep your items safe and sound, with a visually pleasing finish,DESIGN: Each floating shelf features elegant, minimalistic design that will not only be a functional piece but will bring your home decor to the next level,READY TO HANG: With secure mounting hardware included, this floating shelf can be assembled with ease. The components will help you have your shelf up in no time,DISPLAY: Place decorative pieces, keepsakes, jewelry, awards, books on a functional modern floating shelf. Elevate your decor and fill space above a desk, fireplace, entryway, or between the windows]",,1701,512.0
309134,136102,Roses at Midnight,,,3385,425.0
1865636,2912033,Kocktale Women's Lace Push Up Underwired Solid Lingerie Set (Model No Blue n top L),"[Fabric : Polyester Blend::Lace,Cup Type : Non Padded Cups,Color : blue,Package : 1,Care Instructions: normal wash]","Kocktale presents : Occasion: Perfect for Bedroom, Special nights, Nightwear, Valentine's day dress, Honeymoon. Perfect gift for ladies, wife and girlfriend on valentine's day, wedding night, honeymoon or every hot night Style: Alluring see through women lingerie/bikini set. Super Hot & Sexy Women babydoll lingerie with panty. simple yet tasteful, sexy yet graceful. Comfortable & Breathable - Love, closeness and coziness. The soft and skin-friendly fabric ensures the comfort during the loving momen",3019,393.700787
970496,2100090,DONUT Baby-Boy's Regular T-Shirt,Donuts Boys T-Shirts. This is Round Neck cotton T-Shirt,,2703,1200.785
1187871,2371994,"Oil Painting Spatula, Plastic White Artist 5Pcs Palette Knife for Art Students","[Ergonomic handle design, easy and comfortable to hold. Perfect tool for oil paint art creation.,Made of high quality plastic material, safe and eco‑friendly, firm and wear‑resistant, durable for use.,Light weight and in small size, easy to store and carry, suitable for home, studio, outdoor, etc.,The palette knife that perfectly mixes colors can apply painting to canvas service, convenient and practical.,5 kinds of palette knife are available for use, meet your different needs, slick blade surface, easy to use and clean.]","Feature:<br>1. Made of high quality plastic material, safe and eco‑friendly, firm and wear‑resistant, durable for use.<br>2. The palette knife that perfectly mixes colors can apply painting to canvas service, convenient and practical.<br>3. Ergonomic handle design, easy and comfortable to hold. Perfect tool for oil paint art creation.<br>4. 5 kinds of palette knife are available for use, meet your different needs, slick blade surface, easy to use and clean.<br>5. Light weight and in small size, easy to store and carry, suitable for home, studio, outdoor, etc.<br><br><br>Specification:<br><br>Condition: 100% Brand New<br>Item Type: Palette Knife<br>Color: White<br>Material: Plastic<br>Uses: Oil painting, acrylic, gouache, etc.<br> <br><br><br><br>Package List:<br>5 x Palette Knife",5431,39.3700787
1398143,2521098,"Winter Snow Boots for Women Waterproof Insulated Non Slip Outdoor Lined Suede Classic Short Mini Ankle Warm Shoes, Beige_2, 8.5","[Waterproof Suede Leather Upper: The suede leather is famous for its outstanding texture and elegant appearance. Its air permeability, wear resistance and comfort have been proved to be more convincing than the top leather.,Lined with Long Fluff：They are delicate, soft, keep warm, more importantly, You don't have to worry about shedding wool,Aluminum Foil Warm Fluffy Insole: Pu layer can increase comfort and effectively reduce heat loss. Aluminum foil layer can effectively isolate external low temperature and block heat loss. Fluff layer is comfortable and warm. Triple thermal design only protects your feet from cold.,Non Slip Rubber Sole: durable, anti deformation, anti impact, soft, comfortable, they are also very light, and can be worn for long periods of time without getting foot strain.,Perfect for Winter and Spring: The classic solid color short boots can be worn with almost any clothing, indoor or outdoor, to help you spend the winter and spring.]",,3293,866.1417314
625398,2475446,Mobyro Shockproof Magnetic Stand Mirror Flip Cover for Samsung A51 Poly Carbonate Luxury Transparent Clear View Mobile Cover Flip case for Samsung A51 [Black],"[[Compatible Model]: The Mirror Flip case compatible for Samsung A51 smartphone only. Please confirm whether your phone model is Samsung A51.,[Durable Kickstand]: The Samsung A51 Mirror Flip Stand Cover with PU leather cover with Stable kickstand lets you make hands-free video calls, read, or watch movies, liberate your hands more efficient work.,[Clear View and Mirror Effect]: The Samsung A51 case stylish and luxury and ultra-thin translucent mirror cover enables you to view the date, time and weather through the display window. The phone case electroplate plating mirror flip cover can be a shiny makeup mirror. The cell phone cases stylish mirror design makes your mobile phone look beautiful, you can use it to make up anywhere.,[Full Body Protection]: The Samsung A51 case cover made of high quality PC + PU with the function of anti-scratch, anti-dirty, anti-shock, anti-fingerprint, Waterproof. which is safe, protective, light weight and providing Full 360 degrees protection for your mobile phone perfectly.,[Perfect Fit]: The Samsung A51 Mirror flip case cover Precise phone holes, keys and camera position. So This PU leather cases is very easy access to all control buttons, ports and cameras, let the headphones and USB cables ensure the ultimate connection.]","Mobyro Elegant construction and stitching, Transparent cover, can quickly check calls, date, time. Easy to use . This Cover Perfectly match the shape of your phone and make it personalized and absorbing. It can protect your phone and part of Fingerprints, Scratches, Dusts, Collisions and Abrasion. Unique design allows easy access to all buttons and ports without having to remove the cover. Package Included: 1 x Smart Mirror PU Leather Case with Retail Box.",12064,787.401574
1609143,2839491,"Wedding Prop Shop llp / Dream Catchers / Wall hangings / Home Decor (1 Piece, 21 inches Long) (Red)","[wall hanging for home decor,beautiful purple and majanta color combination,hanging for lobby and personal room space,size 21 inches,feather hangings at the ends]","Dream catchers , an apt product for wall hangings and accentuating the overall vibe of the house.The texture and color is sure to catch the attention of everyone , perfect item for gifting, best hanging for lobby and personal room space ( PURPLE AND MAJANTA )",12966,2100.0
1487390,2964249,Brown Dwarf Lily - Crinum Lily Pink,Brown Dwarf Lily - Crinum Lily Pink,"Crinum lilies have graced Southern homesteads with its bold presence for centuries. In cold climates, crinum lilies shine in pots on a patio during summer but need to be overwintered inside. Whether grown in-ground or in a pot, the plants send out fragrant spidery flowers in shades of white, pink, and red in early summer. Flower stalks emerge above 2- to 3-foot-tall arching straplike green leaves. Sometimes plants grow a second flower stalk in late summer.",5747,314.9606296
450959,2345198,"Tommy Hilfiger Women's Melise Ankle Boot, Cognac, 8.5","[Become an urban explorer with the Tommy Hilfiger lug sole Melise hikers featuring a padded collar and signature flag logo in the heel.,Round Toe,Lace-Up Closure,Classic Tommy Hilfiger coloring on sole,Imported]",,3293,1000.0
1288218,2456329,"CAHIER DE TEXTE: Moto 2021-2022, avec coloriages, dessin dedans (intérieur), pour la rentrée Scolaire garçon et fille, cp, ce1, ce2, primaire",,,1,600.0
952255,123920,7 Days To Amazing Sex: Revolutionise your life and feel sexy now,,,12117,614.172
2185970,2362525,"Easy Street Men's Pleasant Dress Shoe Pump, Silver Metallic/Silver Glitter, 11 X-Wide","[2"" Dress heel, Designed for fashion and comfort,Easy Flex or Easy Flex Dance outsole for all day comfort,Classic pump with v-throat overlay detailing,Lightweight outsole,Padded heel to toe insole]",,3295,1240.0
1085746,157554,Pauses for Pentecost: 50 Words for Easter People,,,129,500.0
1758881,2570249,"Hook 2 Silicone Gel Heel Pads Protector Insole Cups For Plantar Fasciitis Heel Swelling Pain Relief Foot Care Support Cushion For Men And Women (2 Pair,Standard Free Size,Multicolor)","[Relieves heel pain: premium gel heel cups provide exceptional support for the heel and ankle, reducing pain, fatigue and swelling,Soft heel gel pads Shock absorbing: evenly distributes the pressure created with each step, reduces foot strain and provides additional support for ankle muscles to alleviate fatigue,heel insoles for men : the comfortable gel heel cups can be worn in most shoe styles, including athletic shoes, dress shoes and boots, with or without socks,Latex-free: high quality, latex-free inserts to eliminate odors from bacterial build-up for extended wear ability, the inserts are easily washed by hand with a mild detergent when necessary,heel inserts for men : Relieves foot pain caused by heel spurs, bone spurs, and plantar fasciitis by absorbing shock and reducing tension and stress with each step, perfect for those on their feet all day]","Gel heel cups by silicon insert for heel pain : providing exceptional comfort, the gel heel cups, cushion and support the heel through every step by elevating the heel to improve foot posture. The latex-free heel cups also absorb the shock of each step and redistribute the pressure to relieve heel and foot pain and reduce fatigue. Relieves heel pain: premium silicon insole for heel pain : heel cups provide exceptional support for the heel and ankle, reducing pain, fatigue and swelling. Perfect for those on their feet all day and for athletes, the heel cups relieve heel and foot pain caused by heel spurs, bone spurs, and plantar fasciitis by absorbing shock and reducing tension and stress with each step. Fits in any shoe: comfortable and supportive, the molded heel cups can be worn with or without sock in most shoe styles, including athletic shoes, dress shoes and boots. Two sizes allow you to choose the right heel cup for you. What’s included: cenizas gel heel cups- 1 pair ( 2 count left + right)",6447,590.5511805
225622,2384627,ZAPCASE Back Cover Case Compatible for Samsung Galaxy M21 2021 / Samsung Galaxy M21 2021 Cases & Covers (Carbon Fiber Rugged Armor Black Color),"[This Case is Designed specifically for Samsung Galaxy M21 2021 smartphone. Full access to all ports, speakers, camera, and other features and controls.,This case is designed with Carbon Fiber Texture. Bumpers with Anti-Shock Cushion Technology for protection against small and accidental drops , Also Protects from scratches, fingerprints.,Ultra thin trendy durable lightweight design offers soft comfortable touch feel and protects your phone.,ZAPCASE Case is Made of high quality impact resistant flexible TPU rubberized bumper material, effectively protects your mobile.,ZAPCASE Case will give you a better look to your mobile and Uniquely more flexible and durable than ever before.]",,12556,767.715
1796425,535307,"Instant Philosophy: Key Thinkers, Theories, Discoveries and Concepts",,,150,720.0
69404,1450509,"Gulab Mithila Art Maa Serawali Painting (Paper, 56 cm x 0.1 cm x 38 cm)","[Material: Paper,Color: Multi-Colored; Finish: Brushed,Dimensions (L x B x H): 56 cm x 0.1 cm x 38 cm,Comes with a Frame?: No,Pattern: Abstract,Package Contents: 1 Maa Serawali Painting,Care Instructions: Keep away from fire and moisture]",Painting done with brushes using fabric color on hand made paper.,6007,2204.7244072
1412468,1268850,"120cm/47.2"" Replacement Chain & PU Synthetic Leather Shoulder Crossbody Straps Bags/Handbag/Handle/Purse (Light Pink)","[Metal Chain Color:Goldtone,Metal Chain Width:11mm;PU Leather Width:20mm,Material:Synthetic Leather,PU Leather Length:36cm/14.2""(2 ""D"" rings included);Total length:120cm/47.2"" (2 buckles included)]",,3104,390.0
811793,2048194,"Minor Monkey Egyptian Cotton Sheets Full Size Set 1000 Thread Count 4 PC Solid Bed Sheet Set True Luxury Hotel Sheets Quality Fits Up to 17 Inches Deep Pocket Sheets Set (Full, Black)","[★ <b> Set Include:</b> 1 Fitted Bed Sheets (54 X 75 Inches), 1 Flat Cotton Sheets (81 X 96 Inches) With Matching 2 Standard Pillowcases (20 X 30 Inches) Onl?y.,★ <b>High Thread Count</b>: It is a <b>1000 Thread Count& 100% Egyptian Cotton Sheets </b>, upscale design and soft bed sheet Set. It will create a welcoming environment and a restful feeling in your bedroom. It will provide you extra ordinary comfort and the best sleep experience ever.,★ <b> Deep Pockets </b>- with fully elasticized fitted sheets full size bed set guarantees a secure fit for mattress depths from <b>15"" to 19""</b>.,<p>★ CARE INSTRUCTION: Machine wash in cold water with mild liquid biodegradable detergent without added bleach or whiteners. Dry on low setting. Remove Cotton Sheets Full Size Set before completely dry to fold and iron.</p>,★ GUARANTEED SATISFACTION: We are committed to 100 Percent quality, softest and customer satisfaction. In case any problem with bedding set, you can write to us directly and get your grievances addressed immediately. Use contact seller option to raise complaints. Our Cotton Sheets Full Size Set are great gift ideas for Christmas, Mother’s Day, Father’s Day, Valentine’s Day and New Year’s gifts. Happy Sleeping. :-)]",,12083,5400.0
1500301,1244876,H.YOUNG 6 Pack Reusable Blood Pack Drink Container/Bag with Fast Filling Funnel For Party Hallowen Children Funny Decoration,,,1252,1200.0
1352778,1857241,F_Gotal Women's Fashion Bell Bottom Pants High Waist Tassel Stretch Curvy Fit Jeans Casual Jogger Jeggings,"[👖👖womens sweatpants petite cotton womens sweatpants petite brown womens sweatpants petite large womens sweatpants petite size womens sweatpants petite with pockets womens sweatpants petite clearance womens sweatpants with pockets short womens sweatpants with pockets and drawstring womens sweatpants with pockets plus size womens sweatpants with pockets tall womens sweatpants with pockets warm womens sweatpants with pockets and elastic bottom womens sweatpants with pockets open bottom,🧥🧥womens bootleg sweat pants womens bootleg yoga pants with pockets womens bootleg jeans size 20w womens wide leg pants petite length womens wide leg sweat suits 2 piece womens wide leg trousers dress pants womens wide leg trousers womens wide leg lounge pants with pockets womens wide leg lounge pants comfy stretch womens wide leg sweatpants petite womens wide leg sweatpants long seam womens wide leg sweatpants with pockets womens wide leg sweatpants short womens wide leg jeans size 18,👗👗womens workout leggings capri cute womens workout leggings capris with pocket womens cargo pants petite womens cargo pants black womens cargo pants elastic waist womens cargo pants with pockets loose fit womens cargo pants with pockets petite womens cargo pants with pockets khaki womens cargo pants with pockets cotton womens cargo pants with pockets joggers womens cargo pants with pockets green womens cargo pants with zipper pockets womens cargo pants loose fit high waisted,yoga pants for women high waist tummy control yoga pants for women high waisted gym sport seamless leggings yoga pants for women high waisted gym sport ombre seamless leggings yoga pants for women high waisted tummy control,👘👘jeans for women long length skinny jeans for women stretchy high waisted skinny jeans for women with rips skinny jeans for women size 00 skinny jeans for women stretchy khaki skinny jeans for women stretchy distressed skinny jeans for women stretchy american eagle skinny jeans for women high waist running pants for women reflective running pants for women for winter running pants for women capri running pants for women with pockets athletic pants for women boot cut]","<p><b>🎅 🎅【F_Gotal】 is a professional Amazon seller, focusing on women's clothing, men's cloting and baby cloting.🎅</b></p><p><b> 🎄🎄Note: The item is of Asian Size, Please select the size according to the size chart in the picture not amazon size chart before placing an order. (If you have no idea about the size chart please purchase it in one or Two size larger than your usual size because the chinese size is smaller than US) Thanks🎄</b></p><p> </p><p><b>🎄Features: 🎄</b></p><p><b>1.Features:Denim Pants,Plus Size,Button,Hole,Casual,Pocket,Zipper,Trend and Fashion design,Jeans,Suitable for all seasons. </b></p><p><b>2.Material:Made from high quality fabric,lightweight soft and comfortable. </b></p><p><b>3.Style:Fashion and casual Hole Denim Pants, Comfortable,Perfect for home wear or lounging around or outdoor activities. </b></p><p><b>Product information: </b></p><p><b>Season:Suitable for all seasons </b></p><p><b>Gender:Womens </b></p><p><b>Occasion:Daily,Casual </b></p><p><b>Pattern Type:Solid Color </b></p><p><b>Decoration:Button,Pocket,Hole </b></p><p><b>Style:Casual,Fashion </b></p><p><b>Length:Trousers </b></p><p><b>Fit:Fits ture to size </b></p><p><b>Thickness:Standard </b></p><p><b>How to wash:Hand wash Cold,Hang or Line Dry </b></p><p><b>What you get:1PC Women Pants. </b></p>",2988,590.5511805
980888,1691993,Pikkme Music Guitar Inspirational Quotes - Universe Needs You - Yellow Background Designer Printed Hard Back Case and Cover for Apple iPhone XR/iPhone 10R,"[OUT OF THE BOX DESIGNS & VIBRANT PRINT : Our collection is made by keeping in mind the rich culture and trends of our Indian country. Designs & durability of the material is top notch with high definition print quality and drop down protection.,PREMIUM QUALITY : PikkMe cases are 3D printed high quality mobile back guard,printed with high-end Korean Ink Technology.Pouches are made with premium hard Polycarbonate (plastic) material with fully matte finish for upgraded style and durability.Also they are very light weight and slim / ultra thin that perfectly fits your phone and even don’t look bulky. Note : It’s PREMIUM PLASTIC mobile back pouch and NOT silicon or rubber or fabric or leather or any other material and accessories.,ACCURATE FITTING : This cover perfectly fits your phone.These cases are made with high precision moulds covering sides and corners properly with highly accurate cut- outs for all ports and buttons.,LIFETIME WARRANTY : PikkMe provides lifetime warranty for the print quality.In case any of your products gets fade away with time,we will provide you a new panel with no question asked.Please note that this warranty is only for colors, and not for rough usage, scratches or any kind of breakage.,BEST SUITED AS A GIFT : PikkMe cases are best suited as a gift item to your friends,family members(for both girls and boys) .They are highly accurate and so vibrant which makes them one of best gift for your loved ones.Product comes under the price range of Rs 300.]","Unique product by Pikkme Made with cutting edge sublimation printing technology, this polymer phone case by Pikkme is capable of withstanding a lot of intensive use without suffering as much as a scratch. The only phone case for mobile model Apple Iphone XR / Iphone 10R is intended specifically for and fits the dimensions of this phone while leaving almost no space in between. Very colorful design is making the cover visually impressive even from afar. Serious protection Despite a very thin profile and negligible weight, the case is much stronger than it looks at first sight and won’t bend or break even if you drop the phone to the ground. Technical perfection Technical quality of Apple Iphone XR / Iphone 10R case is off the charts, while worldwide delivery is lighting fast. Printing comes with a one-year warranty.",12064,600.0
569884,2421599,"Women flip- flops (Blue, numeric_8)","[Sole: Rubber,Closure Type: Slip On,Shoe Width: Regular,Lightweight & Durable: These Flip Flops Are Made From Rubber Which Is Lightweight And Durable]",Aerosoft best quality material which is durable and comfortable.the comfortable sole makes sure that your feet stay comfortable throughout the day and you enjoy optimal grip designed.,3300,1023.6220462
418020,696460,Team-Mind und Teamleistung: Teamarbeit zwischen Managementmärchen und Arbeitswirklichkeit,,,155,760.0
1136110,2812989,"Generic Abstract Blue Horizontal Lines and Stripes Printed Designer Hard Case for Samsung Galaxy M30s / Samsung M21, SM-M307FN / DS, SM-M307F / DS Back Cover -(2P) PSR2027","[Generic are ""Made in India' products using sublimation printing process, with print covering all 3 sides of cover.,Due to the nature of different monitors/tablets/smart phones, color variation may occur and the product may look slightly different in person being a handmade item.,Generic Cases are waterproof, fade resistant, non-peeling, printed with vibrant eco-friendly inks, extremely slim fitting with access to all functions.,Generic offer lifetime print/design guarantee.,Generic provide with maximum protection to your phone and maximum comfort for use.]",This Case is Made up of Hard Polycarbonate Plastic and printed on all 3 sides of back cover. This cover protects your mobile from scratches and bumps. This printed case gives premier look to your mobile.,12064,787.401574
1440289,974203,Midnight Sessions,,,7,550.0
2175550,1016623,Signature 50 Cotton Solid Colors 700 Yards-Grape,"[Signature50 is a 3 ply 50wt. Cotton thread, 100% cotton,Ideal for piecing, applique and sewing. Smooth, stable and strong,Available on a 700 yd mini-king spool]","AMERICAN & EFIRD-Cotton Solid Color Thread. This brightly colored thread is great to use on any sewing project or even another art project. Weight is 50. This package contains one 700 yard spool of thread. Available in a variety of colors, each sold separately. Imported.",5518,175.0
94247,2481797,Senco Gold & Diamonds Oval Conjuncture Gold Bala Bangle,"[BIS hallmarked / BIS Hallmark is NOT a separate certificate, it is an inscription made on the product,The Gold weight of the item is 9.4 g,Exchange and Buyback is available offline as per the seller / brand store policy,The weight of the product might be slightly variable]",Showcase your wrist beauty to others by wearing a worthy jewellery that is none other than this patchwork embellished gold bala with oval conjunctures to tighten your happiness.,12436,236.2204722
1559002,1720070,"Propét Men's Casual Fisherman Sandal, Coffee, 9.5 X (3E)","[Fisherman style in soft nubuck with detailed stitching and adjustable strap at the instep,Removable foam-padded footbed with microfiber lining,Flexible TPR outsole provides superior traction,a5500, Medicare approved, removable footbed]",,3245,1390.0
